Study.reference,Study_ID,Name.of.study.area,Region,Intertidal_Subtidal,Depth (m),SBT (deg C),POC (g Corg m-2 yr-1),PP (mg C m-2 d-1),Habitat description from paper,Habitat type,Folk_category,Biogenic (%),Gravel (%),Sand (%),Mud (%),Fishing gear description from paper,Gear.type,PD (cm),f,Smin (m),Area of one disturbed plot (m2),FishHist,Metric,Macrofauna / Meiofauna,Gear used to sample the benthos ,Infauna / Epifauna,Scavenger.effect,Time,Method,Mean_BefCtrl,SD_BefCtrl,n_BefCtrl,Mean_BefImpt,SD_BefImpt,n_BefImpt,Mean_AftCtrl,SD_AftCtrl,n_AftCtrl,Mean_AftImpt,SD_AftImpt,n_AftImpt,Author,Year,notes
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.1,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,5,25.23,2000,Undisturbed,Species richness,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,14,BACI,33.12,4.51,3,39.57,7.31,3,45.16,6.02,3,42.58,4.3,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.1,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,5,25.23,2000,Undisturbed,Species richness,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,30,BACI,33.12,4.51,3,39.57,7.31,3,36.13,5.38,3,36.56,6.45,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.1,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,5,25.23,2000,Undisturbed,Species richness,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,120,BACI,33.12,4.51,3,39.57,7.31,3,21.72,4.09,3,25.59,5.38,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,0.08,BACI,76.66,25.89,3,145.77,60.44,3,76.78,23.74,3,50.93,30.22,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,1,BACI,76.66,25.89,3,145.77,60.44,3,140.56,48.57,3,62.92,93.89,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,2,BACI,76.66,25.89,3,145.77,60.44,3,127.73,37.78,3,19.88,11.87,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,3,BACI,76.66,25.89,3,145.77,60.44,3,151.59,23.74,3,53.44,14.03,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,7,BACI,76.66,25.89,3,145.77,60.44,3,138.76,45.33,3,99.97,24.82,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,14,BACI,76.66,25.89,3,145.77,60.44,3,162.62,36.7,3,157.28,42.09,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,30,BACI,76.66,25.89,3,145.77,60.44,3,119.58,29.13,3,178.98,50.72,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Numbers,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,120,BACI,76.66,25.89,3,145.77,60.44,3,47.39,12.95,3,50.68,18.35,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Biomass,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,0.08,BACI,0.14,0.09,3,0.09,0.09,3,0.14,0.09,3,0.08,0.08,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Biomass,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,1,BACI,0.14,0.09,3,0.09,0.09,3,0.15,0.07,3,0.04,0.04,3,Carvalho,2011,
"Carvalho, S., Constantino, R., Pereira, F., Ben-Hamadou, R. & Gaspar, M.B. 2011. Relationship between razor clam fishing intensity and potential changes in associated benthic communities. Jouranl of Shellfishh Research 30 (2):309-323",10.2,"Lagos, southern Portugal",Southern Europe,S,9,14.93,41.23,2181.84,"Homogeneous fine-sand sediment. sand fraction (ranging from 85.8–99.9% by weight); the silt/clay fraction was always less than 0.01%. According to the phi values determined (range, –0.14–2.59) sediment in all samples but one were classified as fine-sand sediment. The exception occurred in the sample collected at a 10-mdepth in the western part of Lagos, which was comprised of 14% gravel and therefore was classified as very coarse sand. In general, the organic content of the sediment was extremely low (<0.5%). Based on these results, the selected experimental areas consisted of homogeneous fine-sand sediment.",S,S,0,0,99.9,0.01,Portuguese small razor clam dredge,TD,5.47,15,25.23,2000,Undisturbed,Biomass,Macrofauna,"Macrobenthic plastic core tubes (9cm diameter, 20cm deep, 0.006m2)",infauna,n,2,BACI,0.14,0.09,3,0.09,0.09,3,0.09,0.04,3,0.05,0.06,3,Carvalho,2011,
